1920,1080
x,y
1454,226
1454,226
1454,225
1454,225
1454,225
1454,225
1454,224
1454,224
1454,224
1453,224
1453,224
1453,225
1453,225
1453,225
1453,225
1453,225
1453,225
1453,225
1453,225
1452,225
1452,225
1452,224
1451,224
1451,224
1451,224
1450,224
1450,224
1450,224
1450,225
1449,225
1449,225
1449,225
1449,224
1449,224
1449,224
1448,224
1448,224
1448,224
1449,224
1449,225
1449,225
1448,224
1447,224
1447,224
1446,224
1446,224
1446,224
1446,224
1446,224
1446,224
1445,225
1445,224
1445,225
1445,225
1444,225
1444,224
1429,224
1429,223
1428,224
1428,224
1428,224
1427,224
1425,224
1425,224
1424,224
1422,224
1420,224
1418,224
1417,223
1416,224
1416,224
1416,224
1415,224
1413,224
1412,224
1411,224
1410,224
1408,223
1406,223
1405,223
1404,223
1403,223
1400,223
1399,224
1397,224
1382,223
1380,223
1379,223
1377,223
1374,223
1371,223
1369,223
1367,223
1357,223
1356,224
1355,224
1352,224
1350,223
1321,224
1319,223
1262,224
1260,223
1257,223
1256,223
1254,223
