1920,1080
x,y
1167,196
1166,194
1165,195
1163,194
1162,194
1162,195
1162,193
1162,193
1161,192
1162,189
1162,189
1162,189
1163,189
1163,189
1164,189
1165,189
1166,189
1168,188
1169,187
1170,187
1171,186
1172,188
1173,188
1181,186
1183,186
1183,185
1184,185
1185,185
1185,184
1186,184
1187,184
1191,184
1192,184
1192,184
1193,184
1194,183
1197,183
1198,184
1198,184
1198,184
1199,184
1199,184
1199,184
1199,185
1199,184
1199,184
1199,184
1199,184
1200,184
1200,184
1200,184
1200,184
1201,183
1201,183
1200,183
1198,183
1199,183
1200,183
1201,183
1198,183
1197,183
1195,183
1194,183
1194,183
1194,183
1193,184
1193,184
1193,184
1192,184
1191,184
1191,184
1190,184
1190,185
1191,185
1190,185
1191,185
1191,187
1191,188
1191,189
1190,188
1191,187
1190,186
1191,185
1191,185
1191,185
1190,184
1191,184
1191,185
1191,184
1191,184
1191,184
1186,185
1186,186
1187,185
1186,184
1186,184
