1920,1080
x,y
1417,444
1414,447
1410,445
1408,445
1406,447
1404,446
1401,445
1399,444
1398,445
1396,444
1395,443
1393,443
1392,441
1388,439
1387,440
1386,439
1385,437
1383,437
1382,437
1381,439
1380,444
1377,439
1376,442
1374,446
1372,442
1371,442
1370,434
1370,422
1369,423
1368,415
1366,412
1365,412
1365,411
1364,412
1364,412
1362,412
1362,412
1360,412
1359,412
1358,412
1356,412
1355,411
1353,411
1352,410
1349,410
1346,410
1344,409
1342,409
1341,409
1340,409
1338,408
1337,410
1336,416
1334,418
1334,420
1332,421
1331,418
1331,415
1330,415
1327,416
1326,410
1323,409
1323,406
1323,403
1323,401
