1920,1080
x,y
901,339
900,339
902,341
904,343
905,342
906,342
907,343
908,344
908,344
908,344
909,345
909,346
909,348
910,347
911,348
912,348
912,346
912,346
913,347
913,344
912,345
911,341
911,342
911,346
910,349
909,352
909,356
908,356
908,356
908,357
908,358
908,359
907,359
907,359
907,360
907,361
907,361
907,361
907,361
907,362
908,363
908,364
908,366
909,367
909,368
909,368
909,369
910,371
910,371
910,371
911,371
911,371
912,372
911,371
911,372
910,373
910,374
910,376
910,376
909,377
908,379
908,380
908,382
908,383
908,383
908,383
908,383
909,383
909,383
909,384
910,383
911,385
912,386
912,386
914,387
914,387
914,387
914,387
915,389
915,389
916,390
917,392
918,393
918,394
919,395
919,396
919,396
919,396
919,397
919,397
918,398
917,398
917,399
916,401
915,402
913,403
913,404
912,405
911,405
911,406
909,406
909,406
908,407
908,408
908,409
907,409
908,411
909,412
909,414
909,414
909,414
909,416
909,417
909,418
909,419
909,421
909,422
908,422
909,424
909,426
909,426
908,427
908,427
907,428
906,429
906,430
905,431
904,434
904,437
902,438
899,437
899,437
899,437
898,433
897,436
897,437
896,440
896,441
896,441
895,444
894,446
894,446
892,449
891,450
891,452
891,455
892,455
894,456
895,457
895,459
895,460
896,461
897,463
897,463
896,464
897,465
897,465
896,466
896,466
895,468
895,469
895,470
894,470
893,471
892,473
891,474
890,473
888,474
888,476
888,477
888,479
888,480
888,481
887,482
887,483
887,484
886,483
886,482
886,483
886,485
886,487
886,488
885,488
885,489
884,490
883,492
882,494
881,496
880,498
880,500
879,501
878,503
877,505
877,507
878,508
878,508
879,509
879,511
878,512
877,514
876,515
875,518
875,519
874,520
873,520
868,520
861,521
859,522
858,526
850,527
847,529
844,531
843,534
841,536
839,538
839,540
839,546
838,555
836,559
835,563
834,566
828,567
821,569
815,570
810,575
805,581
800,585
795,587
789,590
784,593
785,600
790,608
786,619
782,625
778,619
777,616
774,605
772,603
770,603
770,603
769,603
768,604
766,604
764,606
763,605
761,606
759,603
757,602
756,602
754,602
752,603
749,604
745,605
742,606
740,607
740,607
737,608
735,608
734,609
734,609
735,610
736,612
737,614
737,615
737,616
734,616
733,617
732,619
732,619
732,621
732,621
732,621
731,620
729,620
727,620
725,621
725,621
726,621
725,622
725,623
724,621
723,621
723,620
722,620
723,620
723,621
721,622
721,622
719,622
716,623
714,623
713,624
712,624
712,623
711,623
711,623
710,622
710,621
710,620
710,620
712,621
712,621
713,623
714,624
715,625
715,626
715,627
711,628
708,629
706,629
707,630
709,630
710,631
712,632
713,634
716,635
716,636
713,637
713,637
714,637
714,637
716,636
717,634
721,633
725,633
728,633
732,634
736,635
738,636
739,637
737,639
734,639
728,641
726,641
726,639
726,639
726,639
727,641
728,641
731,642
733,643
733,644
735,645
735,645
735,646
735,648
735,649
735,650
735,652
735,654
736,655
737,657
737,657
737,658
737,659
738,660
738,662
737,664
736,665
737,667
737,668
738,670
737,671
734,673
733,674
732,675
732,677
732,678
732,679
731,680
731,681
730,682
731,683
730,685
731,687
731,688
730,689
730,691
730,692
729,693
729,694
729,693
729,695
729,698
729,699
729,699
729,701
729,703
730,704
732,705
732,706
734,707
735,709
735,710
735,711
735,712
735,713
735,713
735,716
735,717
734,719
735,721
735,723
735,725
737,726
739,728
741,731
742,734
744,736
746,739
746,741
748,743
751,746
754,749
758,750
763,752
767,754
770,756
771,757
769,758
770,760
773,761
774,764
773,766
773,768
775,770
777,771
776,772
775,773
775,776
775,776
775,778
776,780
778,781
781,783
789,784
797,786
805,787
810,789
815,791
817,794
819,798
820,804
821,807
821,811
822,813
822,816
823,818
821,821
823,824
825,826
829,828
833,828
836,830
840,831
843,834
845,837
845,839
846,841
847,843
851,845
856,847
862,848
867,850
869,851
871,854
871,856
871,858
870,861
869,863
867,864
865,866
862,866
858,869
857,873
856,874
856,877
855,880
856,881
856,884
856,884
855,886
855,888
855,889
857,891
857,893
858,895
858,897
858,900
858,902
856,904
852,906
851,908
850,911
849,913
847,915
845,918
843,920
841,921
840,924
840,925
839,926
839,927
837,931
835,933
833,935
830,937
828,939
827,940
827,942
829,943
832,944
835,946
834,948
835,949
835,950
835,953
834,955
832,956
830,958
827,960
824,961
822,962
821,964
820,967
819,968
817,968
816,971
815,972
815,973
814,975
814,977
813,979
813,981
813,984
813,986
817,988
820,991
821,994
822,996
823,998
823,1001
823,1003
823,1005
820,1006
819,1009
816,1012
813,1014
811,1016
807,1018
806,1020
804,1022
803,1023
802,1024
802,1025
801,1026
801,1027
803,1028
804,1029
805,1030
805,1031
805,1032
806,1034
805,1035
805,1036
804,1037
804,1038
803,1039
802,1041
801,1042
801,1044
800,1045
799,1047
798,1048
798,1048
798,1049
798,1051
798,1051
797,1053
797,1054
797,1056
796,1057
796,1058
796,1058
795,1060
795,1061
796,1062
796,1063
795,1064
795,1065
795,1066
