1920,1080
x,y
22,143
28,144
36,143
46,144
54,142
61,141
65,139
70,140
85,140
96,139
105,139
113,139
123,137
131,136
140,135
149,138
157,137
165,136
174,135
183,135
191,134
199,134
208,133
217,132
223,133
231,132
239,132
246,132
254,131
261,128
269,127
277,127
285,129
294,130
302,130
309,129
318,126
327,128
333,129
340,131
346,131
352,130
360,129
367,129
373,128
380,128
389,128
397,126
405,126
412,125
418,127
426,128
433,125
440,127
448,131
456,129
465,131
471,132
479,131
564,118
570,126
578,125
582,122
590,111
