1920,1080
x,y
839,138
836,138
834,136
832,136
828,135
825,136
822,136
819,136
819,137
817,137
813,130
810,131
807,131
804,127
801,124
798,125
796,129
794,128
791,127
789,129
787,130
785,130
783,131
781,131
778,130
776,130
774,130
772,130
769,131
766,130
762,128
759,126
756,123
752,127
750,129
747,132
744,132
740,130
735,124
733,122
730,123
726,124
723,125
721,124
718,121
714,119
712,119
709,121
707,124
704,124
701,124
698,123
696,123
692,121
689,118
686,119
684,121
682,122
679,122
676,122
674,121
670,121
667,118
664,119
661,118
658,117
654,112
651,117
648,119
642,110
639,111
636,114
634,119
632,120
629,118
627,119
625,117
622,116
619,112
616,109
614,112
611,111
609,114
606,116
603,116
600,117
597,110
593,105
589,103
587,105
585,104
583,98
581,103
578,100
577,98
573,102
571,101
570,101
567,101
565,100
562,100
535,99
533,100
531,101
528,100
525,96
523,98
521,100
519,104
516,99
512,96
510,96
507,97
503,97
501,98
499,101
496,98
493,100
491,98
487,95
485,95
483,102
482,104
479,105
475,101
472,103
470,100
468,98
465,97
462,97
460,98
