1920,1080
x,y
705,28
715,27
727,27
738,27
749,28
762,30
773,31
785,31
797,32
808,33
821,34
833,36
844,37
855,37
867,40
879,41
891,45
900,43
911,44
922,45
935,47
946,49
957,49
967,51
977,52
989,56
999,58
1010,59
1020,60
1031,63
1041,66
1052,69
1064,72
1075,73
1086,78
1097,80
1108,81
1119,87
1129,91
1141,96
1151,99
1161,102
1172,105
1184,106
1194,110
1205,114
1218,116
1229,121
1241,124
1253,128
1266,132
1278,134
1290,137
1301,142
1314,154
1340,153
1357,162
1374,162
1386,163
1402,163
1416,166
1430,171
1444,177
1458,181
1471,183
1488,187
1505,190
1521,195
1537,200
1553,205
1568,208
1585,211
1603,217
1617,223
1636,227
1654,233
1672,239
1690,243
1706,249
1725,253
1744,259
1762,265
1781,271
1800,275
1819,280
1838,287
1857,293
1877,300
1889,307
1900,323
