1920,1080
x,y
31,141
30,139
29,139
27,140
25,141
25,142
24,143
24,144
24,145
24,149
23,155
22,158
22,161
23,161
22,155
22,151
21,143
21,140
21,141
24,149
33,171
32,171
31,172
31,172
32,172
33,172
34,172
34,172
35,172
36,172
36,171
36,170
37,170
38,170
38,170
39,169
39,169
40,169
40,169
40,167
41,167
42,167
42,167
43,167
43,167
44,167
44,167
45,167
45,168
46,167
46,167
47,167
49,167
50,166
51,165
52,165
52,164
53,164
53,164
53,164
54,164
55,164
56,164
56,164
56,164
56,163
56,163
57,162
57,162
57,162
57,161
57,161
58,162
58,161
59,161
59,161
60,161
61,161
62,161
62,160
63,159
64,159
64,158
65,158
65,158
66,158
66,157
67,157
67,157
67,156
67,156
67,155
67,154
67,153
68,153
68,152
69,152
70,152
70,152
71,152
72,153
73,152
74,152
75,151
76,150
77,149
78,148
79,148
80,148
81,147
82,147
83,147
84,147
85,147
85,146
85,146
86,145
86,144
88,144
89,144
89,143
89,142
90,142
91,142
92,143
93,143
94,143
95,142
97,142
98,141
99,140
100,140
101,139
102,139
103,138
104,138
105,138
106,137
106,137
107,136
108,135
109,135
110,135
111,135
111,135
112,134
113,134
114,133
115,132
116,132
117,132
118,132
120,132
121,131
123,131
124,131
125,130
127,130
128,130
129,129
130,129
132,129
133,129
134,129
135,128
136,128
137,127
138,127
139,127
140,126
141,125
142,124
143,123
144,123
145,123
146,122
148,123
149,124
151,123
152,123
153,122
154,122
156,122
157,121
158,120
159,120
160,119
161,119
162,119
163,119
164,119
163,118
161,117
162,116
165,115
168,116
169,115
170,114
170,115
171,115
171,115
172,115
173,115
174,114
176,113
177,112
179,111
180,111
181,110
182,110
183,110
184,110
185,110
187,110
188,110
189,108
190,108
192,107
193,106
194,105
195,106
196,107
197,107
198,107
200,106
201,106
202,106
204,106
205,106
207,106
209,104
210,104
212,104
214,103
215,102
217,102
218,101
220,101
221,101
222,101
224,101
225,99
226,99
227,99
228,99
228,98
229,98
229,98
230,97
231,96
232,97
233,97
234,97
235,97
236,97
238,97
239,97
241,96
242,96
243,95
242,96
241,95
242,96
244,94
245,94
246,93
247,92
249,92
250,92
249,92
249,91
249,90
250,90
251,89
251,89
251,88
252,89
253,88
253,89
254,89
255,89
256,87
256,86
257,85
258,84
258,84
259,83
259,83
260,84
260,84
260,83
261,83
261,82
261,80
261,80
261,80
261,79
261,80
261,79
261,80
261,80
261,80
262,79
262,79
262,80
262,80
262,81
263,81
263,81
264,80
264,80
265,79
265,79
265,77
266,77
266,76
266,77
267,76
268,75
270,75
270,77
271,75
272,75
273,75
275,76
276,75
277,75
279,75
280,75
282,75
284,76
285,76
289,75
291,74
293,75
295,75
298,73
300,73
303,73
305,73
308,73
310,73
313,74
316,75
319,74
322,73
325,72
328,72
331,72
342,70
347,68
351,70
356,71
360,72
365,73
371,72
376,73
388,73
394,71
399,70
406,71
412,73
419,73
426,72
441,73
447,73
455,72
462,72
470,73
477,72
485,72
493,71
501,72
508,71
516,70
523,71
532,70
539,69
547,70
554,70
562,69
569,69
583,70
590,70
596,70
602,70
609,68
614,69
620,69
627,69
632,69
638,69
643,69
649,69
654,69
660,69
665,69
677,66
683,66
688,66
694,67
699,67
705,67
711,66
716,64
723,63
728,65
733,65
739,66
745,66
750,64
756,65
762,65
773,64
779,64
784,65
789,65
794,66
798,66
804,67
809,67
820,64
825,64
830,65
835,64
840,64
845,64
850,62
855,62
870,59
876,57
881,55
886,54
891,53
896,50
901,48
906,46
922,38
927,36
933,32
937,29
942,26
948,23
953,20
965,17
971,15
975,13
